# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Ec
# 3 Ev
# 4 ElPotential
# 5 ElField_x
# 6 ElField_y
# 7 ElField_z
# 8 Polarization_x
# 9 Polarization_y
# 10 Polarization_z
# x Ec Ev ElPotential ElField_x ElField_y ElField_z Polarization_x Polarization_y Polarization_z 
80.1602 -0.0091626 -3.44676 2.73643 8.95715 0 0 -0.0151927 2.08532e-17 0.0247019 
80.4189 -0.00916235 -3.44676 2.73643 10.1777 0 0 -0.0151927 2.08532e-17 0.0247019 
80.6767 -0.00916207 -3.44676 2.73643 11.5603 0 0 -0.0151927 2.08532e-17 0.0247019 
80.9338 -0.00916176 -3.44676 2.73643 13.1256 0 0 -0.0151927 2.08532e-17 0.0247019 
81.1902 -0.0091614 -3.44676 2.73643 14.8972 0 0 -0.0151927 2.08532e-17 0.0247019 
81.4457 -0.00916099 -3.44676 2.73643 16.9016 0 0 -0.0151927 2.08532e-17 0.0247019 
81.7005 -0.00916054 -3.44676 2.73643 19.1684 0 0 -0.0151927 2.08532e-17 0.0247019 
81.9546 -0.00916002 -3.44676 2.73643 21.731 0 0 -0.0151927 2.08532e-17 0.0247019 
82.2079 -0.00915943 -3.44676 2.73643 24.6271 0 0 -0.0151927 2.08532e-17 0.0247019 
82.4604 -0.00915877 -3.44676 2.73643 27.8986 0 0 -0.0151927 2.08532e-17 0.0247019 
